,date,open,high,low,close,Adj Close,volume,DATE,outcome
2106,2022-05-13,92.05000305175781,92.61000061035156,91.08999633789062,91.91999816894531,90.84503173828125,5465600,2022-05-13,90.79196144361173
2107,2022-05-16,91.8499984741211,93.54000091552734,91.80999755859375,92.4800033569336,91.39849090576172,5158500,2022-05-16,92.00080411659646
2108,2022-05-17,94.33000183105469,95.13999938964844,93.5,94.94999694824219,93.839599609375,4447200,2022-05-17,91.83925006237322
2109,2022-05-18,94.33000183105469,95.19999694824219,92.27999877929688,92.61000061035156,91.52696228027344,5843100,2022-05-18,94.1324618788797
2110,2022-05-19,91.37999725341797,92.45999908447266,89.54000091552734,90.25,89.72744750976562,5234700,2022-05-19,94.29794189799883
2111,2022-05-20,90.83999633789062,91.16999816894531,88.43000030517578,90.08000183105469,89.55843353271484,6585500,2022-05-20,91.66230718236898
2112,2022-05-23,90.5999984741211,92.0199966430664,90.0,91.83000183105469,91.29830169677734,4701300,2022-05-23,90.68105923092517
2113,2022-05-24,91.19999694824219,93.41999816894531,90.47000122070312,93.20999908447266,92.6703109741211,5932000,2022-05-24,90.70836358675558
2114,2022-05-25,93.31999969482422,94.0999984741211,92.58999633789062,93.55999755859375,93.01828002929688,3742000,2022-05-25,91.30830189813686
2115,2022-05-26,94.5199966430664,95.86000061035156,94.11000061035156,95.0,94.44994354248047,5545800,2022-05-26,93.07654219374234
2116,2022-05-27,95.62999725341797,96.72000122070312,95.19999694824219,96.70999908447266,96.15003967285156,3394200,2022-05-27,94.47210236623195
2117,2022-05-31,95.36000061035156,95.97000122070312,94.62999725341797,95.12000274658203,94.56925201416016,6478700,2022-05-31,95.54801073848236
