,date,open,high,low,close,Adj Close,volume,DATE,outcome
2106,2022-05-13,303.2900085449219,311.17999267578125,302.5899963378906,308.7699890136719,306.3671875,1845400,2022-05-13,296.12817071258627
2107,2022-05-16,307.3500061035156,311.6300048828125,304.92999267578125,309.44000244140625,307.031982421875,1598800,2022-05-16,303.12543420946446
2108,2022-05-17,316.9200134277344,318.8999938964844,314.92999267578125,318.7699890136719,316.2893371582031,1396600,2022-05-17,307.2070414297398
2109,2022-05-18,314.6199951171875,316.2900085449219,308.9100036621094,310.07000732421875,307.65704345703125,1737200,2022-05-18,315.9361814823416
2110,2022-05-19,308.4700012207031,314.1000061035156,307.95001220703125,310.70001220703125,308.28216552734375,1957800,2022-05-19,314.4829594225975
2111,2022-05-20,315.510009765625,316.75,307.3299865722656,315.17999267578125,312.727294921875,2372000,2022-05-20,308.58717611281236
2112,2022-05-23,319.9200134277344,323.5299987792969,318.7300109863281,320.4200134277344,317.9265441894531,1981100,2022-05-23,315.2768756615933
2113,2022-05-24,321.0,321.6400146484375,315.69000244140625,320.489990234375,317.9959716796875,1707700,2022-05-24,320.1365582600729
2114,2022-05-25,318.760009765625,320.0400085449219,313.2900085449219,315.8500061035156,313.39208984375,2260100,2022-05-25,320.605239002413
2115,2022-05-26,317.54998779296875,321.75,317.17999267578125,320.3299865722656,317.83721923828125,2651600,2022-05-26,318.492341966503
2116,2022-05-27,323.9100036621094,329.80999755859375,323.3599853515625,329.6300048828125,327.0648498535156,1879000,2022-05-27,317.7988626539636
2117,2022-05-31,324.45001220703125,327.8500061035156,322.8999938964844,324.67999267578125,322.1533508300781,2510400,2022-05-31,323.79543251579867
