,date,open,high,low,close,Adj Close,volume,DATE,Predictions
1695,2020-09-25,229.1300048828125,233.6699981689453,228.47000122070312,232.75,225.85629272460938,2227300,2020-09-25,236.76028
1696,2020-09-28,237.91000366210938,238.89999389648438,236.39999389648438,237.0500030517578,230.02891540527344,1182300,2020-09-28,235.3592
1697,2020-09-29,237.75999450683594,239.2899932861328,236.27000427246094,236.42999267578125,229.42727661132812,1178100,2020-09-29,239.0876
1698,2020-09-30,236.0399932861328,240.02000427246094,235.9199981689453,238.1300048828125,231.07693481445312,2121000,2020-09-30,238.58089
1699,2020-10-01,236.69000244140625,238.3699951171875,232.08999633789062,232.6999969482422,225.80776977539062,2480100,2020-10-01,239.49843
1700,2020-10-02,229.27000427246094,234.97999572753906,229.13999938964844,232.14999389648438,225.27406311035156,2458600,2020-10-02,234.11238
1701,2020-10-05,234.42999267578125,236.64999389648438,234.24000549316406,235.08999633789062,228.12696838378906,2728300,2020-10-05,233.14381
1702,2020-10-06,236.1300048828125,237.80999755859375,231.77999877929688,232.0800018310547,225.2061309814453,1988400,2020-10-06,236.79019
1703,2020-10-07,234.63999938964844,240.00999450683594,234.36000061035156,238.9499969482422,231.87265014648438,1791300,2020-10-07,234.27502
1704,2020-10-08,238.8699951171875,240.3800048828125,237.08999633789062,237.75,230.7082061767578,1537800,2020-10-08,240.28412
1705,2020-10-09,239.16000366210938,241.3300018310547,238.82000732421875,239.94000244140625,232.8333282470703,1849800,2020-10-09,239.62457
1706,2020-10-12,241.74000549316406,242.8300018310547,239.94000244140625,240.25999450683594,233.14385986328125,1453300,2020-10-12,240.8712
1707,2020-10-13,238.85000610351562,239.08999633789062,234.8699951171875,235.97999572753906,228.99061584472656,1668300,2020-10-13,241.26913
1708,2020-10-14,236.49000549316406,236.61000061035156,234.10000610351562,234.86000061035156,227.9037628173828,1077000,2020-10-14,237.01738
1709,2020-10-15,229.0800018310547,230.7100067138672,228.0,229.60000610351562,222.79959106445312,2389200,2020-10-15,235.73901
1710,2020-10-16,231.10000610351562,234.42999267578125,230.55999755859375,233.0800018310547,226.176513671875,1836100,2020-10-16,231.23772
1711,2020-10-19,233.91000366210938,234.4199981689453,229.42999267578125,229.8699951171875,223.0615997314453,1130000,2020-10-19,234.68185
1712,2020-10-20,231.5,234.13999938964844,230.97999572753906,233.24000549316406,226.33177185058594,1415100,2020-10-20,232.34718
1713,2020-10-21,232.47999572753906,235.61000061035156,230.72000122070312,230.91000366210938,224.07080078125,1360300,2020-10-21,234.93143
1714,2020-10-22,229.6699981689453,234.0800018310547,228.4600067138672,233.1999969482422,226.29296875,1466600,2020-10-22,232.88403
1715,2020-10-23,236.39999389648438,236.92999267578125,233.75999450683594,234.27000427246094,227.33126831054688,1323700,2020-10-23,234.5562
1716,2020-10-26,231.13999938964844,231.49000549316406,226.27999877929688,227.99000549316406,221.23727416992188,1252300,2020-10-26,235.89255
1717,2020-10-27,226.42999267578125,228.5500030517578,225.17999267578125,225.47000122070312,218.7919158935547,1566400,2020-10-27,229.57425
1718,2020-10-28,217.86000061035156,220.5,216.13999938964844,216.91000366210938,210.48544311523438,2297200,2020-10-28,226.50824
1719,2020-10-29,215.69000244140625,221.58999633789062,214.13999938964844,219.83999633789062,213.3286590576172,2239900,2020-10-29,218.88785
1720,2020-10-30,219.1300048828125,220.89999389648438,217.27999877929688,220.33999633789062,213.81385803222656,2480600,2020-10-30,221.72926
1721,2020-11-02,225.1199951171875,230.2100067138672,224.0500030517578,228.5800018310547,221.80979919433594,2182600,2020-11-02,223.41426
1722,2020-11-03,232.63999938964844,235.3699951171875,231.85000610351562,234.08999633789062,227.15658569335938,1595900,2020-11-03,231.03914
1723,2020-11-04,233.61000061035156,238.5,232.08999633789062,235.2899932861328,228.321044921875,2347200,2020-11-04,236.28455
1724,2020-11-05,249.8000030517578,253.36000061035156,248.36000061035156,249.75999450683594,242.3624725341797,2917800,2020-11-05,236.37344
1725,2020-11-06,253.52999877929688,253.66000366210938,249.52999877929688,250.32000732421875,242.90591430664062,1725000,2020-11-06,249.85066
1726,2020-11-09,268.6499938964844,269.7799987792969,257.19000244140625,257.6499938964844,250.01878356933594,3184300,2020-11-09,251.1604
1727,2020-11-10,262.510009765625,264.489990234375,259.7099914550781,262.0400085449219,254.27877807617188,1935000,2020-11-10,256.89505
1728,2020-11-11,262.6000061035156,262.8500061035156,256.8900146484375,259.6199951171875,251.93045043945312,1841200,2020-11-11,261.5318
1729,2020-11-12,257.05999755859375,259.7300109863281,254.16000366210938,255.07000732421875,247.5152130126953,1669700,2020-11-12,258.9834
1730,2020-11-13,257.5899963378906,258.6199951171875,255.80999755859375,257.05999755859375,249.44627380371094,1196700,2020-11-13,254.17259
1731,2020-11-16,258.3800048828125,259.0799865722656,252.80999755859375,255.4600067138672,247.8936767578125,1720900,2020-11-16,256.80402
1732,2020-11-17,253.7899932861328,254.67999267578125,251.00999450683594,252.13999938964844,244.67198181152344,1947400,2020-11-17,256.57706
1733,2020-11-18,253.08999633789062,254.38999938964844,250.1999969482422,250.3000030517578,242.886474609375,1180100,2020-11-18,253.1976
1734,2020-11-19,250.0,253.2899932861328,248.80999755859375,253.07000732421875,245.57443237304688,1205300,2020-11-19,251.25233
1735,2020-11-20,253.39999389648438,254.52999877929688,251.39999389648438,252.07000732421875,244.60406494140625,1345600,2020-11-20,254.41046
1736,2020-11-23,253.9499969482422,255.2100067138672,251.10000610351562,252.13999938964844,244.67198181152344,1231300,2020-11-23,253.88223
1737,2020-11-24,253.4600067138672,257.7699890136719,252.67999267578125,256.1600036621094,248.57290649414062,1982100,2020-11-24,253.37236
1738,2020-11-25,255.89999389648438,256.0199890136719,253.0399932861328,253.33999633789062,245.83644104003906,1172000,2020-11-25,257.25345
1739,2020-11-27,258.2300109863281,259.1300048828125,257.20001220703125,257.42999267578125,249.80531311035156,1082000,2020-11-27,254.66582
1740,2020-11-30,261.3299865722656,261.5199890136719,255.3000030517578,256.4200134277344,248.82522583007812,3384300,2020-11-30,258.03027
1741,2020-12-01,260.7900085449219,261.25,257.45001220703125,258.8999938964844,251.23178100585938,1802900,2020-12-01,257.52722
1742,2020-12-02,256.5299987792969,257.010009765625,250.75,251.0,244.47508239746094,2060200,2020-12-02,259.5751
1743,2020-12-03,252.61000061035156,252.72999572753906,245.75999450683594,246.1999969482422,239.79986572265625,2463800,2020-12-03,251.91554
1744,2020-12-04,244.80999755859375,250.6199951171875,244.77000427246094,250.6199951171875,244.10496520996094,3030900,2020-12-04,246.62434
1745,2020-12-07,253.42999267578125,254.66000366210938,249.22000122070312,249.77999877929688,243.2867889404297,1771300,2020-12-07,251.91364
1746,2020-12-08,248.0,250.05999755859375,246.5800018310547,249.24000549316406,242.76083374023438,1397500,2020-12-08,252.30945
1747,2020-12-09,250.97999572753906,251.8300018310547,248.4600067138672,251.13999938964844,244.6114501953125,1450300,2020-12-09,250.91081
1748,2020-12-10,250.86000061035156,252.41000366210938,249.39999389648438,250.9499969482422,244.4263916015625,1245900,2020-12-10,252.33421
1749,2020-12-11,248.3300018310547,249.9600067138672,247.42999267578125,249.39999389648438,242.9166717529297,1328900,2020-12-11,252.29187
1750,2020-12-14,250.94000244140625,251.50999450683594,247.57000732421875,247.60000610351562,241.1634979248047,1814300,2020-12-14,250.5282
