,date,open,high,low,close,volume,Name,outcome
252,2014-02-10,90.35,91.42,89.94,91.34,1518649,NEE,90.64047075840467
253,2014-02-11,91.13,92.66,91.01,91.98,2423839,NEE,90.3775761248426
254,2014-02-12,91.96,92.75,91.56,92.2,1886375,NEE,91.42935749951438
255,2014-02-13,91.77,93.109,91.68,92.85,1272895,NEE,91.77924051663084
256,2014-02-14,92.54,93.36,92.44,93.27,1455856,NEE,91.78998550869429
257,2014-02-18,93.34,94.04,93.17,93.35,1826535,NEE,92.5937462692604
258,2014-02-19,93.4,93.72,92.29,92.44,1711446,NEE,93.19936954837408
259,2014-02-20,92.56,93.04,92.051,92.45,2207181,NEE,93.44852435202158
260,2014-02-21,92.51,93.46,92.382,92.56,1624641,NEE,92.50154550697755
261,2014-02-24,92.71,92.77,91.75,91.78,2626139,NEE,92.45035463757945
262,2014-02-25,92.01,92.72,91.38,91.64,2211126,NEE,92.60769707278224
263,2014-02-26,91.22,91.4499,90.3,90.46,2270871,NEE,92.0498087066024
264,2014-02-27,90.45,90.84,90.0,90.58,2071140,NEE,91.2665407350225
265,2014-02-28,90.49,91.7,90.35,91.39,2174262,NEE,90.34752395109396
266,2014-03-03,90.87,91.14,89.81,90.28,2048239,NEE,90.5330902988722
267,2014-03-04,90.96,92.02,90.87,91.66,2628652,NEE,90.91833732118161
268,2014-03-05,91.61,91.65,90.46,90.65,1633675,NEE,91.05515078923834
269,2014-03-06,91.01,91.17,90.26,90.74,1632781,NEE,91.70357021886416
270,2014-03-07,90.6,91.85,90.3,91.8,1976539,NEE,90.8908848559454
271,2014-03-10,91.65,91.9,90.6,91.18,1791596,NEE,90.66372567702597
272,2014-03-11,91.7,91.8,90.62,90.96,2153051,NEE,91.5977768728046
273,2014-03-12,90.79,92.22,90.7,92.19,1785038,NEE,91.64518155571234
274,2014-03-13,92.35,94.55,92.25,93.78,3103568,NEE,90.90865158564637
275,2014-03-14,93.6,94.9,93.15,94.26,2157099,NEE,92.39569709704665
276,2014-03-17,94.75,95.07,94.38,94.81,1821728,NEE,93.41337504684688
277,2014-03-18,95.14,95.28,94.43,94.47,1226924,NEE,95.03769380988152
278,2014-03-19,94.44,94.88,92.51,93.3,2326757,NEE,95.0720384151417
279,2014-03-20,93.0,93.59,91.81,93.54,1912041,NEE,94.30744993773315
280,2014-03-21,94.43,95.43,93.76,94.57,4153861,NEE,92.79145383192096
281,2014-03-24,94.83,95.1225,93.53,94.08,1765574,NEE,94.5026484511933
282,2014-03-25,94.24,95.01,93.89,94.57,1741571,NEE,94.662131318707
283,2014-03-26,94.68,94.895,93.8,93.88,1687879,NEE,94.50583855941636
284,2014-03-27,93.74,94.72,93.39,94.61,1592636,NEE,94.65726499325515
285,2014-03-28,94.45,94.87,94.09,94.72,1470854,NEE,93.50620244127926
286,2014-03-31,95.15,96.13,94.98,95.62,1618845,NEE,94.69547923519161
287,2014-04-01,95.61,95.61,94.46,94.86,1163865,NEE,94.9782123071306
