,date,open,high,low,close,volume,Name,outcome
252,2014-02-10,56.19,56.4791,55.57,56.31,1234720,AVGO,55.45029914603004
253,2014-02-11,56.2,58.16,56.19,58.07,1734398,AVGO,56.15297394234193
254,2014-02-12,58.2,59.8,58.2,58.94,2586358,AVGO,56.138312457465716
255,2014-02-13,57.43,59.51,57.38,59.08,2261428,AVGO,57.89532624387363
256,2014-02-14,57.5,58.38,57.44,58.08,2818695,AVGO,57.56223747988045
257,2014-02-18,58.51,58.51,57.73,58.37,1587195,AVGO,57.401816806782996
258,2014-02-19,58.19,58.42,57.49,57.7,1460968,AVGO,58.255062779681964
259,2014-02-20,58.04,59.03,57.7,59.0,2228184,AVGO,58.36763704264015
260,2014-02-21,59.43,59.5,58.4,58.55,1799801,AVGO,58.01173449033949
261,2014-02-24,58.51,59.99,58.51,59.57,2068904,AVGO,59.206930365507226
262,2014-02-25,60.0,60.0,58.39,59.0,2696852,AVGO,58.69659728234174
263,2014-02-26,60.0,63.49,59.97,61.9,4912497,AVGO,59.79951849621645
264,2014-02-27,61.19,62.22,60.78,61.38,1646037,AVGO,59.9526372472703
265,2014-02-28,61.15,61.9691,60.79,61.7,1523200,AVGO,61.15134331451526
266,2014-03-03,61.15,62.472,60.851,61.74,1533985,AVGO,61.1028473125407
267,2014-03-04,62.5,64.1,62.28,63.35,3677278,AVGO,61.153209721696165
268,2014-03-05,63.16,64.23,62.94,63.08,2465624,AVGO,62.26535736206423
269,2014-03-06,63.29,63.91,63.05,63.64,1216218,AVGO,63.22308774379905
270,2014-03-07,63.95,63.95,62.45,62.75,1513253,AVGO,63.331182557655275
271,2014-03-10,62.93,63.42,62.47,62.8,1351902,AVGO,63.80494442273232
272,2014-03-11,62.98,63.65,61.805,62.02,1619098,AVGO,63.051191345555964
273,2014-03-12,61.77,63.305,60.45,63.18,2359840,AVGO,62.90711698010783
274,2014-03-13,63.4,64.5,62.04,62.68,3537691,AVGO,61.83227484900455
275,2014-03-14,62.77,63.25,62.21,62.68,1393871,AVGO,63.2231795566824
276,2014-03-17,63.03,63.99,62.76,63.41,1396772,AVGO,62.960133637697126
277,2014-03-18,63.25,64.01,62.79,63.82,1310861,AVGO,63.03380299428562
278,2014-03-19,64.01,64.88,63.79,64.41,1756159,AVGO,63.1035149629267
279,2014-03-20,64.32,65.39,64.3,65.31,1996622,AVGO,64.00177276689963
280,2014-03-21,65.64,65.83,63.64,63.9,2326690,AVGO,64.32206677131225
281,2014-03-24,64.03,64.36,62.35,63.16,2481063,AVGO,65.5127840086864
282,2014-03-25,63.69,64.98,63.28,64.0,1614529,AVGO,64.27423086037327
283,2014-03-26,64.39,64.88,62.12,62.81,2841406,AVGO,63.56196372659983
284,2014-03-27,62.77,63.105,61.84,62.78,2524687,AVGO,64.20083654027977
285,2014-03-28,62.99,64.68,62.87,64.11,1432960,AVGO,63.15492608649881
286,2014-03-31,64.5,65.33,64.24,64.41,1481904,AVGO,62.87209476009282
287,2014-04-01,64.55,65.255,64.22,65.05,2196175,AVGO,64.25095218933541
288,2014-04-02,64.74,65.31,63.84,64.64,2097949,AVGO,64.76533102981519
289,2014-04-03,64.74,65.58,63.47,63.93,2159167,AVGO,64.74659505078068
290,2014-04-04,64.56,64.74,60.04,61.8,3883006,AVGO,64.6225419663175
291,2014-04-07,61.0,61.94,58.83,60.36,4327393,AVGO,64.55449002272316
292,2014-04-08,60.62,60.98,60.05,60.17,2205525,AVGO,61.390757940500926
293,2014-04-09,61.04,62.56,61.04,62.47,1925607,AVGO,60.41638694033078
294,2014-04-10,62.55,62.55,59.62,59.86,2039551,AVGO,60.96934557622231
295,2014-04-11,59.27,59.96,58.46,58.53,2190305,AVGO,62.772432849033216
296,2014-04-14,58.45,59.57,58.11,58.82,1941884,AVGO,59.871842520537925
297,2014-04-15,59.06,59.3599,57.27,58.94,2501390,AVGO,58.422707564034454
298,2014-04-16,59.46,59.46,58.11,59.31,1791606,AVGO,58.99762898453324
299,2014-04-17,59.34,61.66,58.92,60.89,1909201,AVGO,59.475382682421056
300,2014-04-21,60.97,62.181,60.82,61.89,1255967,AVGO,59.379961074439024
301,2014-04-22,61.61,63.79,61.61,63.44,2282974,AVGO,60.801058740771154
302,2014-04-23,63.98,64.61,63.78,64.6,2698372,AVGO,61.539652660744274
303,2014-04-24,65.43,65.48,63.54,65.38,2751882,AVGO,63.753304795864736
304,2014-04-25,64.85,65.03,62.19,62.34,1926635,AVGO,65.41401592971113
305,2014-04-28,62.91,62.92,60.32,60.78,3070773,AVGO,64.8910441486857
306,2014-04-29,60.98,61.55,60.005,60.92,2165638,AVGO,62.91205469934283
307,2014-04-30,61.1,63.67,60.37,63.5,2537540,AVGO,60.864764846784034
308,2014-05-01,62.92,64.9,62.58,63.49,1886347,AVGO,61.08154527763005
309,2014-05-02,64.72,64.989,63.18,64.27,1340669,AVGO,63.055823947885266
310,2014-05-05,63.87,64.45,63.02,64.25,1354010,AVGO,64.86035842300151
311,2014-05-06,67.93,68.08,66.25,67.34,12780271,AVGO,63.83188555819536
312,2014-05-07,67.75,68.61,66.35,66.81,56027993,AVGO,67.44837756798802
313,2014-05-08,66.81,68.93,66.71,67.95,5370283,AVGO,67.71025527532893
314,2014-05-09,67.92,68.56,66.68,67.41,3869959,AVGO,66.64051622819248
315,2014-05-12,67.93,69.18,67.41,69.13,2739419,AVGO,67.62075165044935
316,2014-05-13,69.27,69.34,68.56,68.76,2302069,AVGO,67.70762182227725
317,2014-05-14,68.54,69.6,67.55,68.51,3024327,AVGO,69.22597318718208
318,2014-05-15,68.67,68.95,67.11,67.93,3209438,AVGO,68.59300997378827
319,2014-05-16,68.09,68.93,67.32,68.48,5204415,AVGO,68.56802659413603
320,2014-05-19,69.1,69.41,68.14,68.32,3778892,AVGO,68.07357877261205
321,2014-05-20,68.36,68.38,66.92,67.52,2909031,AVGO,68.99509021587043
322,2014-05-21,67.52,68.44,67.37,68.41,1689579,AVGO,68.48279232614621
323,2014-05-22,68.43,69.22,67.88,68.68,1567937,AVGO,67.55798289217476
324,2014-05-23,69.12,70.61,68.73,70.55,3201703,AVGO,68.33420759362252
325,2014-05-27,71.03,71.28,70.32,70.93,3163703,AVGO,69.10374010822211
326,2014-05-28,70.55,70.75,69.84,70.1,3492805,AVGO,70.96820011960534
327,2014-05-29,70.48,70.8499,69.81,70.79,2759984,AVGO,70.5834934094239
328,2014-05-30,71.85,72.0,69.41,70.67,3893605,AVGO,70.3400376376186
329,2014-06-02,71.21,72.0,70.6,71.64,2660182,AVGO,71.65468009856325
330,2014-06-03,71.33,72.085,70.84,71.45,2230845,AVGO,71.25456764414373
331,2014-06-04,71.26,71.86,71.14,71.61,1937949,AVGO,71.29458980059054
332,2014-06-05,71.51,72.0,71.23,71.87,2728889,AVGO,71.21179534345956
333,2014-06-06,72.28,72.35,71.24,71.63,1586605,AVGO,71.48170725175517
334,2014-06-09,71.88,72.5,71.47,71.79,1741993,AVGO,72.2432908600809
335,2014-06-10,71.75,72.25,71.5,71.86,1640921,AVGO,71.9196063378329
336,2014-06-11,71.67,72.3851,71.35,71.75,2494262,AVGO,71.72130678949776
337,2014-06-12,71.34,72.04,71.2,71.76,1360359,AVGO,71.6355245269364
338,2014-06-13,72.18,72.45,70.91,71.42,1350784,AVGO,71.36730395898165
339,2014-06-16,71.47,71.94,70.6,70.88,1566831,AVGO,72.13145589022344
340,2014-06-17,70.59,71.62,70.59,71.48,1381680,AVGO,71.55452349183727
341,2014-06-18,71.58,71.88,70.5501,71.22,1383390,AVGO,70.6393841315062
342,2014-06-19,71.13,71.32,70.34,70.93,1273351,AVGO,71.46706121055495
343,2014-06-20,71.16,71.95,70.87,71.57,2183436,AVGO,71.21955217883276
344,2014-06-23,71.61,71.96,70.79,71.24,1334908,AVGO,71.19617868083446
345,2014-06-24,71.78,72.3,70.63,70.67,1530364,AVGO,71.54685139981902
346,2014-06-25,70.58,71.7,70.06,71.63,1282668,AVGO,71.77709503980623
347,2014-06-26,71.72,71.8699,70.38,70.96,812603,AVGO,70.67637051848696
348,2014-06-27,70.74,71.17,70.25,70.94,1693461,AVGO,71.58231931948929
