,date,open,high,low,close,Adj Close,volume,DATE,Predicted
140,2014-07-24,69.34549713134766,68.46443939208984,69.2259292602539,68.56513214111328,10824109.0,55.88688659667969,2014-07-24,67.53582814534505
141,2014-07-25,68.72246551513672,68.23788452148438,68.37004089355469,68.52108001708984,6910402.0,55.850975036621094,2014-07-25,71.73138412475586
142,2014-07-28,68.7035903930664,68.01762390136719,68.60289764404297,68.5903091430664,8566935.0,55.90740966796875,2014-07-28,72.34226206461588
146,2014-08-01,66.58905029296875,65.6072998046875,66.02894592285156,65.92196655273438,7518036.0,53.73245620727539,2014-08-01,67.23195340474446
147,2014-08-04,66.29326629638672,65.70169830322266,66.1044692993164,66.11076354980469,6328510.0,53.8863410949707,2014-08-04,66.13233191172282
151,2014-08-08,66.69603729248047,65.5254898071289,65.87162017822266,66.6834487915039,7118402.0,54.35313034057617,2014-08-08,73.02283802668254
164,2014-08-27,69.43989562988281,68.51478576660156,69.35179138183594,68.65324401855469,4048931.0,56.27518844604492,2014-08-27,72.69457242329915
167,2014-09-02,68.64065551757812,67.79106140136719,68.13089752197266,68.62177276611328,6582909.0,56.249385833740234,2014-09-02,74.07213518778484
172,2014-09-09,68.58401489257812,68.22529602050781,68.44556427001953,68.38892364501953,3360099.0,56.058502197265625,2014-09-09,61.54783164978027
179,2014-09-18,68.38262939453125,67.5959701538086,67.5959701538086,68.29452514648438,5465683.0,55.98115158081055,2014-09-18,70.3315366338094
185,2014-09-26,66.31843566894531,65.6072998046875,65.6072998046875,66.23033142089844,6477400.0,54.28911209106445,2014-09-26,69.11393155415853
186,2014-09-29,66.38766479492188,65.61988830566406,65.70169830322266,66.129638671875,4603015.0,54.206581115722656,2014-09-29,66.27979607899984
188,2014-10-01,66.23662567138672,65.09754943847656,66.20516204833984,65.34927368164062,9319008.0,53.56690216064453,2014-10-01,70.37134106953938
194,2014-10-09,64.63813781738281,62.82567596435547,64.34864807128906,62.894901275634766,10709224.0,51.5550651550293,2014-10-09,69.4962952931722
195,2014-10-10,63.41724395751953,62.46066665649414,62.926368713378906,62.894901275634766,10611501.0,51.5550651550293,2014-10-10,69.4962952931722
196,2014-10-13,63.53681564331055,62.44178771972656,62.96412658691406,62.49842834472656,8121697.0,51.23008346557617,2014-10-13,58.709163682301856
196,2014-10-13,63.53681564331055,62.44178771972656,62.96412658691406,62.49842834472656,8121697.0,51.23008346557617,2014-10-13,58.709163682301856
197,2014-10-14,63.6312141418457,62.6683464050293,62.75015640258789,63.008182525634766,7266497.0,51.647911071777344,2014-10-14,69.3944112186432
200,2014-10-17,64.17872619628906,63.08369827270508,63.1214599609375,63.895530700683594,11571098.0,52.375267028808594,2014-10-17,66.47954640706381
204,2014-10-23,65.4122085571289,64.48080444335938,64.73883056640625,64.93392181396484,9043794.0,53.2264518737793,2014-10-23,69.62533599853515
206,2014-10-27,65.63876342773438,65.12901306152344,65.31781005859375,65.56954193115234,4699468.0,53.747459411621094,2014-10-27,69.93846031867135
210,2014-10-31,67.93580627441406,67.32536315917969,67.86029052734375,67.33795166015625,7088688.0,55.19704055786133,2014-10-31,77.38433219909668
215,2014-11-07,68.6469497680664,67.93580627441406,68.27564239501953,68.6469497680664,5169812.0,56.27002716064453,2014-11-07,72.70132718404135
217,2014-11-11,68.69100189208984,67.98615264892578,68.59660339355469,68.13089752197266,4686756.0,55.84701919555664,2014-11-11,73.48219703674316
222,2014-11-18,68.65324401855469,67.52045440673828,67.77848052978516,68.47073364257812,4257408.0,56.433143615722656,2014-11-18,75.67905362447102
224,2014-11-20,68.50849914550781,67.88545989990234,67.96727752685547,68.48332214355469,3488967.0,56.44350051879883,2014-11-20,72.91650756835938
229,2014-11-28,69.7293930053711,69.17558288574219,69.62870025634766,69.27627563476562,3371064.0,57.0970458984375,2014-11-28,67.04569673556374
233,2014-12-04,69.99370574951172,69.19446563720703,69.52171325683594,69.98741149902344,7313531.0,57.68317413330078,2014-12-04,72.97765806367661
236,2014-12-09,72.37255859375,70.20767974853516,70.62932586669922,72.36626434326172,9357144.0,59.643821716308594,2014-12-09,76.71199596350534
237,2014-12-10,72.39144134521484,71.33417510986328,72.05789947509766,71.42857360839844,12495102.0,58.8709716796875,2014-12-10,72.14410596790012
239,2014-12-12,71.52926635742188,69.28886413574219,69.56576538085938,70.5789794921875,9323140.0,58.17073440551758,2014-12-12,77.73219991260103
241,2014-12-16,72.18376159667969,70.06293487548828,70.62932586669922,71.25865173339844,8166348.0,58.730918884277344,2014-12-16,75.69647649056571
245,2014-12-22,73.757080078125,72.54877471923828,72.54877471923828,73.71932220458984,4859321.0,60.75899124145508,2014-12-22,72.36536779639833
249,2014-12-29,73.84518432617188,73.22215270996094,73.22215270996094,73.54310607910156,3957722.0,60.61375045776367,2014-12-29,74.21320524003771
257,2015-01-09,72.45437622070312,71.3530502319336,72.32850646972656,71.75582122802734,6078084.0,59.140689849853516,2015-01-09,73.78225355360242
259,2015-01-13,73.53052520751953,71.42857360839844,72.70610046386719,71.95720672607422,6668080.0,59.30664825439453,2015-01-13,68.80549601236979
262,2015-01-16,73.21585845947266,71.214599609375,71.23348236083984,73.0962905883789,9173615.0,60.2454833984375,2015-01-16,67.03096412658691
263,2015-01-20,74.09062194824219,72.93895721435547,73.36689758300781,73.96475982666016,8685474.0,60.961273193359375,2015-01-20,71.86392466227214
270,2015-01-29,73.65009307861328,72.03901672363281,73.55569458007812,73.28508758544922,10056145.0,60.40109634399414,2015-01-29,66.31277203877767
275,2015-02-05,75.7457504272461,74.21019744873047,74.42416381835938,75.58841705322266,7448120.0,62.29947280883789,2015-02-05,83.69684286329476
278,2015-02-10,75.65764617919922,74.83952331542969,75.44996643066406,75.1416015625,4067840.0,61.93122100830078,2015-02-10,76.26916231791178
279,2015-02-11,74.92762756347656,74.24166107177734,74.58149719238281,74.69477844238281,4302376.0,61.89470672607422,2015-02-11,74.33533898247612
281,2015-02-13,76.38766479492188,75.10383605957031,75.10383605957031,76.30585479736328,6041537.0,63.2297248840332,2015-02-13,75.44751062574841
284,2015-02-19,77.40717315673828,76.51353454589844,76.51353454589844,77.35053253173828,5413723.0,64.09537506103516,2015-02-19,83.04554021199544
286,2015-02-23,78.13719177246094,77.45122528076172,77.80364990234375,77.86029052734375,4349570.0,64.51776123046875,2015-02-23,77.3064466603597
287,2015-02-24,78.12460327148438,77.40087890625,77.67149353027344,77.90434265136719,3901631.0,64.55428314208984,2015-02-24,83.04066744486491
298,2015-03-11,74.8332290649414,73.86406707763672,74.12208557128906,74.4745101928711,5955413.0,61.71219253540039,2015-03-11,72.23835439046223
299,2015-03-12,76.44430541992188,75.69540405273438,75.73945617675781,76.299560546875,7798494.0,63.22450256347656,2015-03-12,75.43567926588511
300,2015-03-13,76.52611541748047,74.07173919677734,75.99748229980469,74.72624206542969,11697424.0,61.9207878112793,2015-03-13,69.4122068532308
308,2015-03-25,75.10383605957031,73.24732208251953,75.01573181152344,73.29137420654297,7081379.0,60.731807708740234,2015-03-25,71.53781692504883
311,2015-03-30,75.03461456298828,73.88294219970703,74.05915832519531,74.78288269042969,4768271.0,61.967708587646484,2015-03-30,81.42309748331705
313,2015-04-01,73.93328857421875,72.59912109375,73.86406707763672,72.95154571533203,5444232.0,60.4501953125,2015-04-01,68.05403846740722
314,2015-04-02,74.05915832519531,72.99559783935547,73.3731918334961,73.71302795410156,6717180.0,61.08118438720703,2015-04-02,73.97986939505925
317,2015-04-08,74.66960144042969,73.66897583007812,74.07803344726562,74.15985107421875,3947235.0,61.451454162597656,2015-04-08,67.43950363159179
324,2015-04-17,73.32913970947266,72.28445434570312,73.19697570800781,72.44178771972656,6862097.0,60.02781295776367,2015-04-17,64.57501150809395
325,2015-04-20,73.73819732666016,72.93266296386719,73.01447296142578,73.32284545898438,6367918.0,60.757896423339844,2015-04-20,79.37637786865234
328,2015-04-23,74.20390319824219,73.02076721191406,73.26620483398438,73.79483795166016,4183519.0,61.148983001708984,2015-04-23,73.02890852440729
330,2015-04-27,73.54940032958984,72.8130874633789,73.41724395751953,72.83826446533203,6229357.0,60.35633850097656,2015-04-27,69.1887321472168
332,2015-04-29,73.1466293334961,72.47954559326172,72.7375717163086,72.61170196533203,4598248.0,60.1685791015625,2015-04-29,68.76701805623374
335,2015-05-04,73.71932220458984,72.8130874633789,72.86343383789062,73.28508758544922,6237302.0,60.72659683227539,2015-05-04,66.31277203877767
337,2015-05-06,73.35430908203125,71.91315460205078,73.35430908203125,72.42290496826172,5863887.0,60.01215744018555,2015-05-06,64.0696601332811
339,2015-05-08,74.79547119140625,73.82630920410156,74.07803344726562,74.5311508178711,5891694.0,61.759117126464844,2015-05-08,71.31816026287987
340,2015-05-11,74.56890869140625,73.90811920166016,73.90811920166016,74.07173919677734,4804818.0,61.3784294128418,2015-05-11,74.83661718689449
341,2015-05-12,74.15355682373047,73.01447296142578,73.66268157958984,73.85777282714844,4455715.0,61.201114654541016,2015-05-12,61.934940119425455
344,2015-05-15,75.13530731201172,74.21019744873047,74.94021606445312,74.56890869140625,4710908.0,62.12919998168945,2015-05-15,75.81947363029965
347,2015-05-20,75.30522155761719,74.63813781738281,75.30522155761719,74.80805206298828,3863812.0,62.328468322753906,2015-05-20,66.15276824951172
348,2015-05-21,75.30522155761719,74.7010726928711,74.77029418945312,74.96538543701172,3370587.0,62.45954132080078,2015-05-21,66.06726985507542
350,2015-05-26,74.65072631835938,73.2599105834961,74.60667419433594,73.54940032958984,5457579.0,61.279781341552734,2015-05-26,74.83027318488229
350,2015-05-26,74.65072631835938,73.2599105834961,74.60667419433594,73.54940032958984,5457579.0,61.279781341552734,2015-05-26,74.83027318488229
350,2015-05-26,74.65072631835938,73.2599105834961,74.60667419433594,73.54940032958984,5457579.0,61.279781341552734,2015-05-26,74.83027318488229
351,2015-05-27,74.18502044677734,73.4298324584961,73.88294219970703,74.03398132324219,5347144.0,61.68353271484375,2015-05-27,70.96958442687986
353,2015-05-29,74.01510620117188,73.27249908447266,73.9521713256836,73.73819732666016,8042565.0,61.43708801269531,2015-05-29,78.25776360829671
354,2015-06-01,74.0276870727539,73.29137420654297,73.77596282958984,73.63121795654297,3720802.0,61.34795379638672,2015-06-01,59.603314904106995
357,2015-06-04,74.52485656738281,73.49905395507812,74.15355682373047,73.71932220458984,5691162.0,61.42137145996094,2015-06-04,72.36536779639833
358,2015-06-05,73.870361328125,73.11516571044922,73.3731918334961,73.63121795654297,4238499.0,61.34795379638672,2015-06-05,59.603314904106995
359,2015-06-08,73.85777282714844,73.07111358642578,73.34172058105469,73.11516571044922,5143752.0,60.91797637939453,2015-06-08,70.44241895039876
360,2015-06-09,73.78854370117188,73.01447296142578,73.32284545898438,73.19068908691406,3971706.0,60.980918884277344,2015-06-09,71.94937978108725
361,2015-06-10,74.26054382324219,73.57457733154297,73.94587707519531,73.94587707519531,4998676.0,61.61014175415039,2015-06-10,70.38797014872233
363,2015-06-12,74.2794189453125,73.643798828125,73.92070770263672,74.0088119506836,3726682.0,61.66255569458008,2015-06-12,75.82007250467936
367,2015-06-18,73.35430908203125,71.92573547363281,71.92573547363281,72.93895721435547,5964470.0,60.771183013916016,2015-06-18,68.34703837076823
369,2015-06-22,72.86343383789062,72.3473892211914,72.6242904663086,72.54877471923828,4721078.0,60.44607162475586,2015-06-22,64.70732086181641
370,2015-06-23,72.69981384277344,72.32221221923828,72.47954559326172,72.51730346679688,5772519.0,60.41986083984375,2015-06-23,70.57950238545736
372,2015-06-25,72.15229797363281,71.30270385742188,71.89427185058594,71.30270385742188,6016272.0,59.40788650512695,2015-06-25,75.13378746795655
374,2015-06-29,71.1327896118164,70.1384506225586,70.95027923583984,70.18879699707031,6610876.0,58.47981262207031,2015-06-29,70.47428885142008
375,2015-06-30,70.78665924072266,69.6161117553711,70.6356201171875,69.81120300292969,9390672.0,58.16521072387695,2015-06-30,76.15589120229085
376,2015-07-01,70.59156799316406,69.31403350830078,70.50346374511719,69.74197387695312,6557485.0,58.10752487182617,2015-07-01,64.12431949223414
377,2015-07-02,70.22655487060547,68.73505401611328,70.06293487548828,68.94902801513672,8198446.0,57.44685363769531,2015-07-02,75.65748675028483
380,2015-07-08,69.04972076416016,68.13089752197266,68.44556427001953,68.38892364501953,6048211.0,56.98017883300781,2015-07-08,61.54783164978027
386,2015-07-16,70.71113586425781,69.88042449951172,70.68596649169922,70.01888275146484,4868378.0,58.33823776245117,2015-07-16,70.19837414720322
389,2015-07-21,66.0478286743164,64.05286407470703,65.67023468017578,64.63813781738281,31049219.0,53.85511016845703,2015-07-21,68.00949550628663
392,2015-07-24,63.68156051635742,62.46696090698242,63.561988830566406,62.49842834472656,10468332.0,52.072357177734375,2015-07-24,58.709163682301856
392,2015-07-24,63.68156051635742,62.46696090698242,63.561988830566406,62.49842834472656,10468332.0,52.072357177734375,2015-07-24,58.709163682301856
396,2015-07-30,63.74449157714844,62.3033332824707,62.54248046875,63.39207077026367,10708430.0,52.816917419433594,2015-07-30,67.3821723429362
397,2015-07-31,63.870357513427734,63.08999252319336,63.51164245605469,63.12775421142578,11468131.0,52.59669494628906,2015-07-31,61.02268753051758
410,2015-08-19,62.53618621826172,61.59219741821289,62.11453628540039,61.80616760253906,5751862.0,51.83196258544922,2015-08-19,57.104063199361164
412,2015-08-21,59.92448043823242,58.47703170776367,59.76085662841797,58.533668518066406,12115172.0,49.08758544921875,2015-08-21,59.059842834472654
415,2015-08-26,57.70295715332031,55.89049530029297,57.073631286621094,57.62114334106445,11727297.0,48.32233428955078,2015-08-26,61.80421885172526
419,2015-09-01,57.06733703613281,56.186279296875,56.31843948364258,56.46318435668945,10783907.0,47.35124206542969,2015-09-01,64.09071839650473
423,2015-09-08,58.50220489501953,57.86658477783203,57.99244689941406,58.41409683227539,7650717.0,48.98732376098633,2015-09-08,65.17545180002848
426,2015-09-11,58.11201858520508,57.26872253417969,57.394588470458984,58.10572814941406,7134928.0,48.728702545166016,2015-09-11,60.48168628692627
430,2015-09-17,59.73568344116211,58.615482330322266,59.08747482299805,58.72246551513672,8272016.0,49.24591827392578,2015-09-17,60.90416482289632
431,2015-09-18,58.2756462097168,56.972938537597656,58.15607452392578,57.312774658203125,16634923.0,48.063720703125,2015-09-18,63.02108612908257
438,2015-09-29,55.431087493896484,54.41157913208008,54.487098693847656,55.36815643310547,6542866.0,46.43292236328125,2015-09-29,64.14801344892712
441,2015-10-02,56.57017135620117,54.63813781738281,55.05978775024414,56.494651794433594,7347854.0,47.37763214111328,2015-10-02,64.0846768951416
447,2015-10-12,60.08181381225586,59.540592193603516,59.748268127441406,60.056640625,5076696.0,50.36479187011719,2015-10-12,55.799103571573895
450,2015-10-15,58.672119140625,57.99244689941406,58.344871520996094,58.640655517578125,6085552.0,49.17731475830078,2015-10-15,59.08035649617513
452,2015-10-19,58.43297576904297,57.400882720947266,58.212711334228516,57.92951583862305,8761428.0,48.580928802490234,2015-10-19,58.80146737416585
453,2015-10-20,61.47891616821289,58.577720642089844,59.3643798828125,60.176212310791016,14309263.0,50.46506118774414,2015-10-20,62.49163087209066
454,2015-10-21,62.101951599121094,60.427940368652344,60.5663948059082,61.655128479003906,16682752.0,51.70531463623047,2015-10-21,62.194923413594566
455,2015-10-22,63.07740783691406,61.736942291259766,61.85651397705078,62.80050277709961,9092894.0,52.66584777832031,2015-10-22,68.79673431396485
456,2015-10-23,63.49905776977539,63.04594039916992,63.22215270996094,63.322845458984375,7997278.0,53.10389709472656,2015-10-23,55.82702686309815
460,2015-10-29,62.687225341796875,61.82504653930664,62.45437240600586,62.334800720214844,5223520.0,52.27530288696289,2015-10-29,58.08341957092285
463,2015-11-03,63.14663314819336,62.17747116088867,62.54248046875,62.93266296386719,4910010.0,52.776676177978516,2015-11-03,69.31742132504782
465,2015-11-05,63.555694580078125,62.75645065307617,63.20327377319336,63.43612289428711,4500684.0,53.198890686035156,2015-11-05,59.062633463541665
466,2015-11-06,63.43612289428711,62.48583984375,62.95783615112305,63.43612289428711,4346074.0,53.198890686035156,2015-11-06,59.062633463541665
470,2015-11-12,62.76274490356445,60.96916198730469,61.20830535888672,62.44178771972656,13996230.0,52.70347213745117,2015-11-12,67.95017112459455
471,2015-11-13,62.70610427856445,60.66079330444336,62.12712478637695,60.717430114746094,9881832.0,51.248046875,2015-11-13,72.65231693267822
474,2015-11-18,61.58590316772461,60.94398880004883,61.441158294677734,61.49150466918945,6676978.0,51.90140151977539,2015-11-18,62.81331966400146
479,2015-11-25,61.705474853515625,61.2020149230957,61.30270767211914,61.214599609375,6890540.0,51.66768264770508,2015-11-25,59.91787106831868
479,2015-11-25,61.705474853515625,61.2020149230957,61.30270767211914,61.214599609375,6890540.0,51.66768264770508,2015-11-25,59.91787106831868
488,2015-12-09,60.151039123535156,58.6595344543457,58.89238357543945,59.25739669799805,10982215.0,50.01571273803711,2015-12-09,60.752114721934
492,2015-12-15,59.572059631347656,58.672119140625,58.955318450927734,58.691001892089844,10516002.0,49.53764724731445,2015-12-15,61.5154193242391
500,2015-12-28,60.61044692993164,60.226558685302734,60.402767181396484,60.47199630737305,5731205.0,51.040889739990234,2015-12-28,60.80696757422554
501,2015-12-29,61.52926254272461,60.6356201171875,60.837005615234375,61.214599609375,5230035.0,51.66768264770508,2015-12-29,59.91787106831868
501,2015-12-29,61.52926254272461,60.6356201171875,60.837005615234375,61.214599609375,5230035.0,51.66768264770508,2015-12-29,59.91787106831868
504,2016-01-04,60.18879699707031,59.13153076171875,59.43989944458008,60.144744873046875,8552316.0,50.764678955078125,2016-01-04,62.40053866068522
506,2016-01-06,59.559471130371094,58.237884521484375,59.09376907348633,58.6028938293457,13189653.0,49.46328353881836,2016-01-06,68.29525594075521
507,2016-01-07,58.74763870239258,57.53933334350586,57.56450653076172,57.83511734008789,11098847.0,48.815250396728516,2016-01-07,60.462487080891925
514,2016-01-19,54.34235382080078,53.15922164916992,54.34235382080078,53.643802642822266,11869830.0,45.277610778808594,2016-01-19,65.75917231241861
517,2016-01-22,54.99055862426758,54.04656982421875,54.71995162963867,54.34235382080078,7384719.0,45.86720657348633,2016-01-22,67.16984448750814
525,2016-02-03,54.35493850708008,53.04594039916992,54.11579513549805,54.09691619873047,13197440.0,45.66005325317383,2016-02-03,63.96915204366048
527,2016-02-05,55.701698303222656,55.0283203125,55.405914306640625,55.28004837036133,8289495.0,46.658660888671875,2016-02-05,65.91011028671265
528,2016-02-08,55.00314712524414,54.008811950683594,54.96538543701172,54.61296463012695,10897998.0,46.09560775756836,2016-02-08,63.651794253455265
540,2016-02-25,62.13341522216797,58.955318450927734,59.10006332397461,61.71806335449219,26794989.0,52.48100662231445,2016-02-25,61.37607095082601
544,2016-03-02,60.41535568237305,59.40843200683594,59.63499069213867,60.119571685791016,8655760.0,51.12175369262695,2016-03-02,59.78744260152181
556,2016-03-18,63.11516571044922,62.19005584716797,62.43549346923828,62.334800720214844,15106464.0,53.00544738769531,2016-03-18,58.08341957092285
561,2016-03-28,62.48583984375,62.083072662353516,62.278160095214844,62.24669647216797,3622443.0,52.93052673339844,2016-03-28,65.24386903338963
562,2016-03-29,63.13404846191406,61.7243537902832,61.93203353881836,63.008182525634766,5985127.0,53.578033447265625,2016-03-29,69.3944112186432
565,2016-04-01,63.22215270996094,62.19005584716797,62.54877471923828,62.913780212402344,6416541.0,53.49776077270508,2016-04-01,69.5810311126709
566,2016-04-04,63.67526626586914,62.80679702758789,63.1214599609375,63.10258102416992,5891059.0,53.65830612182617,2016-04-04,63.51757090250651
571,2016-04-11,64.7765884399414,63.6312141418457,63.926998138427734,64.2794189453125,7283182.0,54.65901184082031,2016-04-11,60.21138437906901
572,2016-04-12,65.12271881103516,64.37381744384766,64.37381744384766,64.87098693847656,5066844.0,55.16205596923828,2016-04-12,64.50893166859944
576,2016-04-18,66.29326629638672,65.4688491821289,65.84644317626953,66.1611099243164,4463660.0,56.25907897949219,2016-04-18,65.99971912384034
578,2016-04-20,66.77784729003906,66.20516204833984,66.34361267089844,66.412841796875,6075383.0,56.47314453125,2016-04-20,67.41757808685303
585,2016-04-29,66.04153442382812,65.15418243408203,65.15418243408203,65.68281555175781,4852806.0,55.85237121582031,2016-04-29,69.64594781663683
586,2016-05-02,66.01636505126953,65.16047668457031,65.38074493408203,65.68281555175781,6711300.0,55.85237121582031,2016-05-02,69.64594781663683
587,2016-05-03,65.36815643310547,64.10950469970703,65.1101303100586,64.27312469482422,7612263.0,54.65365982055664,2016-05-03,58.274168752034505
