,date,open,high,low,close,Adj Close,volume,DATE,outcome
2106,2022-05-13,192.5800018310547,199.88999938964844,191.27999877929688,198.6199951171875,198.6199951171875,24549800,2022-05-13,187.99174376010257
2107,2022-05-16,197.0500030517578,205.3699951171875,195.92999267578125,200.0399932861328,200.0399932861328,27112600,2022-05-16,192.90929039551395
2108,2022-05-17,202.1199951171875,205.4600067138672,198.36000061035156,202.6199951171875,202.6199951171875,24872700,2022-05-17,196.67283712458757
2109,2022-05-18,200.0,201.0,191.6300048828125,192.24000549316406,192.24000549316406,23960000,2022-05-18,201.84299696590776
2110,2022-05-19,191.1999969482422,195.2899932861328,189.60000610351562,191.2899932861328,191.2899932861328,24446900,2022-05-19,199.80362480001017
2111,2022-05-20,194.97000122070312,197.91000366210938,187.8699951171875,193.5399932861328,193.5399932861328,31465600,2022-05-20,191.5335208043369
2112,2022-05-23,195.19000244140625,196.99000549316406,191.24000549316406,196.22999572753906,196.22999572753906,25059200,2022-05-23,195.10195821154966
2113,2022-05-24,180.5500030517578,183.67999267578125,176.11000061035156,181.27999877929688,181.27999877929688,50406300,2022-05-24,195.04790941506067
2114,2022-05-25,180.39999389648438,185.4499969482422,179.32000732421875,183.8300018310547,183.8300018310547,28030200,2022-05-25,181.49056036653405
2115,2022-05-26,182.8800048828125,192.8300018310547,182.25999450683594,191.6300048828125,191.6300048828125,23056500,2022-05-26,181.24602762658796
2116,2022-05-27,191.36000061035156,195.3300018310547,189.8000030517578,195.1300048828125,195.1300048828125,22562700,2022-05-27,182.79985821527657
2117,2022-05-31,194.88999938964844,197.60000610351562,192.00999450683594,193.63999938964844,193.63999938964844,26131100,2022-05-31,191.12395084745904
